FID,ID,COMPANY,SAMPLE,TYPE,MESH,DATUM,PROJECTION,EASTING,NORTHING,LONGITUDE,LATITUDE,WGS84,WGS840,REPORTNO,LITHOLOGY,HORIZON,REGOLITH,METHOD,AG_PPB,AS_,AU_PPB,AU1_PPB,AU2_PPB,BI,CO,CU,HG,MO,NI,PB,PT_PPB,SB,SN,TE,U,W,ZN
304,3152458,RB,294025, , ,MGA94,MGA56,427308,7101995,152.272,-26.1997,152.272,-26.1997, , , , , ,0.00005,12,10,0,0,0,68,40,0,9,198,8,0,7,0,0,0,0,57
305,3152459,RB,294026, , ,MGA94,MGA56,427357,7101997,152.273,-26.1997,152.273,-26.1997, , , , , ,0.00005,72,20,0,0,0,36,66,0,13,129,43,0,0.00005,0,0,0,0,102
306,3152460,RB,294027, , ,MGA94,MGA56,427406,7101998,152.273,-26.1997,152.273,-26.1997, , , , , ,0.00005,117,10,0,0,0,36,88,0,19,87,28,0,9,0,0,0,0,46
307,3152461,RB,294028, , ,MGA94,MGA56,427455,7101999,152.274,-26.1997,152.274,-26.1997, , , , , ,0.00005,10,30,0,0,0,89,132,0,9,233,0.00005,0,8,0,0,0,0,54
308,3152462,RB,294029, , ,MGA94,MGA56,427504,7102001,152.274,-26.1997,152.274,-26.1997, , , , , ,0.00005,0.00005,20,0,0,0,67,31,0,6,117,0.00005,0,10,0,0,0,0,32
309,3152463,RB,294030, , ,MGA94,MGA56,427553,7102002,152.275,-26.1997,152.275,-26.1997, , , , , ,0.00005,0.00005,10,0,0,0,46,20,0,7,80,0.00005,0,0.00005,0,0,0,0,46
310,3152464,RB,294031, , ,MGA94,MGA56,427602,7102003,152.275,-26.1997,152.275,-26.1997, , , , , ,0.00005,0.00005,20,0,0,0,50,113,0,9,115,0.00005,0,0.00005,0,0,0,0,41
311,3152465,RB,294032, , ,MGA94,MGA56,427651,7102005,152.276,-26.1996,152.276,-26.1996, , , , , ,0.00005,0.00005,10,0,0,0,50,52,0,8,135,0.00005,0,6,0,0,0,0,38
312,3152466,RB,294033, , ,MGA94,MGA56,427699,7102006,152.276,-26.1996,152.276,-26.1996, , , , , ,0.00005,11,10,0,0,0,237,16,0,0.00005,2910,0.00005,0,7,0,0,0,0,65
313,3152467,RB,294034, , ,MGA94,MGA56,427748,7102007,152.277,-26.1996,152.277,-26.1996, , , , , ,0.00005,11,10,0,0,0,224,11,0,5,2970,0.00005,0,6,0,0,0,0,65
314,3152468,RB,294035, , ,MGA94,MGA56,427797,7102009,152.277,-26.1996,152.277,-26.1996, , , , , ,0.00005,0.00005,10,0,0,0,114,22,0,6,895,0.00005,0,6,0,0,0,0,48
315,3152469,RB,294036, , ,MGA94,MGA56,427846,7102010,152.278,-26.1996,152.278,-26.1996, , , , , ,0.00005,0.00005,10,0,0,0,79,32,0,5,681,0.00005,0,0.00005,0,0,0,0,64
316,3152470,RB,294037, , ,MGA94,MGA56,427895,7102011,152.278,-26.1996,152.278,-26.1996, , , , , ,0.00005,0.00005,10,0,0,0,101,53,0,5,787,0.00005,0,0.00005,0,0,0,0,74
317,3152471,RB,294038, , ,MGA94,MGA56,427944,7102013,152.279,-26.1996,152.279,-26.1996, , , , , ,0.00005,12,10,0,0,0,27,102,0,9,263,0.00005,0,0.00005,0,0,0,0,47
318,3152472,RB,294039, , ,MGA94,MGA56,427993,7102014,152.279,-26.1996,152.279,-26.1996, , , , , ,0.00005,0.00005,0.00005,0,0,0,5,10,0,6,24,5,0,0.00005,0,0,0,0,29
319,3152473,RB,294040, , ,MGA94,MGA56,428042,7102015,152.28,-26.1996,152.28,-26.1996, , , , , ,0.00005,15,0.00005,0,0,0,6,12,0,8,24,8,0,0.00005,0,0,0,0,43
320,3152474,RB,294041, , ,MGA94,MGA56,428091,7102017,152.28,-26.1996,152.28,-26.1996, , , , , ,0.00005,16,0.00005,0,0,0,0.00005,11,0,6,16,11,0,0.00005,0,0,0,0,31
321,3152475,RB,294042, , ,MGA94,MGA56,428139,7102018,152.281,-26.1995,152.281,-26.1995, , , , , ,0.00005,10,0.00005,0,0,0,9,10,0,9,23,8,0,0.00005,0,0,0,0,34
322,3152476,RB,294044, , ,MGA94,MGA56,427208,7102091,152.271,-26.1988,152.271,-26.1988, , , , , ,0.00005,0.00005,0.00005,0,0,0,186,11,0,0.00005,1920,0.00005,0,0.00005,0,0,0,0,83
323,3152477,RB,294045, , ,MGA94,MGA56,427257,7102092,152.272,-26.1988,152.272,-26.1988, , , , , ,0.00005,0.00005,0.00005,0,0,0,145,21,0,0.00005,2110,5,0,0.00005,0,0,0,0,81
324,3152478,RB,294046, , ,MGA94,MGA56,427306,7102093,152.272,-26.1988,152.272,-26.1988, , , , , ,0.00005,11,10,0,0,0,165,16,0,5,3050,0.00005,0,0.00005,0,0,0,0,61
325,3152479,RB,294047, , ,MGA94,MGA56,427355,7102095,152.273,-26.1988,152.273,-26.1988, , , , , ,0.00005,23,20,0,0,0,44,128,0,6,104,28,0,0.00005,0,0,0,0,47
326,3152480,RB,294048, , ,MGA94,MGA56,427403,7102096,152.273,-26.1988,152.273,-26.1988, , , , , ,0.00005,100,20,0,0,0,22,99,0,10,89,19,0,0.00005,0,0,0,0,44
327,3152481,RB,294049, , ,MGA94,MGA56,427452,7102097,152.274,-26.1988,152.274,-26.1988, , , , , ,0.00005,9,70,0,0,0,58,184,0,10,196,0.00005,0,12,0,0,0,0,42
328,3152482,RB,294050, , ,MGA94,MGA56,427501,7102099,152.274,-26.1988,152.274,-26.1988, , , , , ,0.00005,0.00005,10,0,0,0,61,24,0,7,186,0.00005,0,6,0,0,0,0,45
329,3152483,RB,294051, , ,MGA94,MGA56,427550,7102100,152.275,-26.1988,152.275,-26.1988, , , , , ,0.00005,0.00005,10,0,0,0,22,23,0,8,51,0.00005,0,0.00005,0,0,0,0,67
330,3152484,RB,294052, , ,MGA94,MGA56,427599,7102101,152.275,-26.1988,152.275,-26.1988, , , , , ,0.00005,5,10,0,0,0,59,299,0,10,185,0.00005,0,14,0,0,0,0,60
331,3152485,RB,294053, , ,MGA94,MGA56,427648,7102103,152.276,-26.1988,152.276,-26.1988, , , , , ,0.00005,57,60,0,0,0,207,632,0,10,4380,0.00005,0,16,0,0,0,0,284
332,3152486,RB,294054, , ,MGA94,MGA56,427697,7102104,152.276,-26.1988,152.276,-26.1988, , , , , ,0.00005,20,10,0,0,0,116,224,0,8,2090,0.00005,0,10,0,0,0,0,126
333,3152487,RB,294055, , ,MGA94,MGA56,427746,7102105,152.277,-26.1987,152.277,-26.1987, , , , , ,0.00005,8,0.00005,0,0,0,187,19,0,5,2900,0.00005,0,5,0,0,0,0,70
334,3152488,RB,294056, , ,MGA94,MGA56,427795,7102107,152.277,-26.1987,152.277,-26.1987, , , , , ,0.00005,17,50,0,0,0,114,29,0,6,1810,0.00005,0,5,0,0,0,0,69
335,3152489,RB,294057, , ,MGA94,MGA56,427843,7102108,152.278,-26.1987,152.278,-26.1987, , , , , ,0.00005,0.00005,0.00005,0,0,0,52,48,0,7,718,0.00005,0,0.00005,0,0,0,0,75
336,3152490,RB,294058, , ,MGA94,MGA56,427892,7102109,152.278,-26.1987,152.278,-26.1987, , , , , ,0.00005,0.00005,10,0,0,0,67,81,0,8,789,0.00005,0,0.00005,0,0,0,0,64
337,3152491,RB,294059, , ,MGA94,MGA56,427941,7102111,152.279,-26.1987,152.279,-26.1987, , , , , ,0.00005,0.00005,0.00005,0,0,0,20,31,0,9,142,0.00005,0,0.00005,0,0,0,0,37
338,3152492,RB,294060, , ,MGA94,MGA56,427990,7102112,152.279,-26.1987,152.279,-26.1987, , , , , ,0.00005,0.00005,0.00005,0,0,0,71,111,0,9,784,0.00005,0,0.00005,0,0,0,0,82
339,3152493,RB,294061, , ,MGA94,MGA56,428039,7102113,152.28,-26.1987,152.28,-26.1987, , , , , ,0.00005,18,10,0,0,0,28,33,0,8,232,101,0,0.00005,0,0,0,0,106
340,3152494,RB,294062, , ,MGA94,MGA56,428088,7102115,152.28,-26.1987,152.28,-26.1987, , , , , ,0.00005,11,10,0,0,0,9,23,0,7,34,94,0,0.00005,0,0,0,0,96
341,3152495,RB,294063, , ,MGA94,MGA56,428137,7102116,152.281,-26.1987,152.281,-26.1987, , , , , ,0.00005,13,0.00005,0,0,0,13,36,0,13,30,411,0,0.00005,0,0,0,0,237
342,3152496,RB,294065, , ,MGA94,MGA56,427205,7102188,152.271,-26.198,152.271,-26.198, , , , , ,0.00005,12,0.00005,0,0,0,196,17,0,0.00005,1640,0.00005,0,7,0,0,0,0,83
343,3152497,RB,294066, , ,MGA94,MGA56,427254,7102190,152.272,-26.198,152.272,-26.198, , , , , ,0.00005,0.00005,0.00005,0,0,0,185,14,0,0.00005,2340,9,0,5,0,0,0,0,81
344,3152498,RB,294067, , ,MGA94,MGA56,427303,7102191,152.272,-26.1979,152.272,-26.1979, , , , , ,0.00005,0.00005,0.00005,0,0,0,169,14,0,0.00005,2300,7,0,0.00005,0,0,0,0,97
345,3152499,RB,294068, , ,MGA94,MGA56,427352,7102192,152.273,-26.1979,152.273,-26.1979, , , , , ,0.00005,13,0.00005,0,0,0,181,11,0,0.00005,2830,0.00005,0,6,0,0,0,0,80
346,3152500,RB,294069, , ,MGA94,MGA56,427401,7102194,152.273,-26.1979,152.273,-26.1979, , , , , ,0.00005,33,10,0,0,0,192,100,0,8,2090,0.00005,0,10,0,0,0,0,202
347,3152501,RB,294070, , ,MGA94,MGA56,427450,7102195,152.274,-26.1979,152.274,-26.1979, , , , , ,0.00005,15,10,0,0,0,145,103,0,5,1820,0.00005,0,7,0,0,0,0,52
348,3152502,RB,294071, , ,MGA94,MGA56,427499,7102196,152.274,-26.1979,152.274,-26.1979, , , , , ,0.00005,47,30,0,0,0,184,269,0,6,3370,0.00005,0,10,0,0,0,0,99
349,3152503,RB,294072, , ,MGA94,MGA56,427547,7102198,152.275,-26.1979,152.275,-26.1979, , , , , ,0.00005,66,40,0,0,0,184,82,0,0.00005,4710,0.00005,0,12,0,0,0,0,74
350,3152504,RB,294073, , ,MGA94,MGA56,427596,7102199,152.275,-26.1979,152.275,-26.1979, , , , , ,0.00005,15,20,0,0,0,120,147,0,0.00005,2120,0.00005,0,8,0,0,0,0,84
351,3152505,RB,294074, , ,MGA94,MGA56,427645,7102200,152.276,-26.1979,152.276,-26.1979, , , , , ,0.00005,114,1550,0,0,0,209,731,0,6,3800,0.00005,0,21,0,0,0,0,131
352,3152506,RB,294075, , ,MGA94,MGA56,427694,7102202,152.276,-26.1979,152.276,-26.1979, , , , , ,0.00005,0.00005,10,0,0,0,173,9,0,0.00005,2850,0.00005,0,0.00005,0,0,0,0,49
353,3152507,RB,294076, , ,MGA94,MGA56,427743,7102203,152.277,-26.1979,152.277,-26.1979, , , , , ,0.00005,0.00005,0.00005,0,0,0,46,47,0,9,494,0.00005,0,0.00005,0,0,0,0,98
354,3152508,RB,294077, , ,MGA94,MGA56,427792,7102204,152.277,-26.1979,152.277,-26.1979, , , , , ,0.00005,5,0.00005,0,0,0,147,68,0,0.00005,2320,0.00005,0,0.00005,0,0,0,0,69
355,3152509,RB,294078, , ,MGA94,MGA56,427841,7102206,152.278,-26.1978,152.278,-26.1978, , , , , ,0.00005,7,60,0,0,0,175,135,0,0.00005,2830,0.00005,0,0.00005,0,0,0,0,77
356,3152510,RB,294080, , ,MGA94,MGA56,427939,7102208,152.279,-26.1978,152.279,-26.1978, , , , , ,0.00005,0.00005,10,0,0,0,80,71,0,9,1240,0.00005,0,0.00005,0,0,0,0,75
357,3152511,RB,294081, , ,MGA94,MGA56,427987,7102210,152.279,-26.1978,152.279,-26.1978, , , , , ,0.00005,10,20,0,0,0,63,130,0,8,892,0.00005,0,0.00005,0,0,0,0,73
358,3152512,RB,294082, , ,MGA94,MGA56,428036,7102211,152.28,-26.1978,152.28,-26.1978, , , , , ,0.00005,0.00005,10,0,0,0,78,50,0,5,637,0.00005,0,0.00005,0,0,0,0,70
359,3152513,RB,294083, , ,MGA94,MGA56,428085,7102212,152.28,-26.1978,152.28,-26.1978, , , , , ,0.00005,0.00005,10,0,0,0,8,13,0,10,31,29,0,0.00005,0,0,0,0,69
360,3152514,RB,294084, , ,MGA94,MGA56,428134,7102214,152.281,-26.1978,152.281,-26.1978, , , , , ,0.00005,0.00005,10,0,0,0,6,10,0,6,22,23,0,0.00005,0,0,0,0,38
361,3152515,RB,294085, , ,MGA94,MGA56,427652,7101956,152.276,-26.2001,152.276,-26.2001, , , , , ,500,12,10,0,0,0,176,41,0,2.5,1700,2.5,0,7,0,0,0,0,74
362,3152516,RB,294086, , ,MGA94,MGA56,427649,7102054,152.276,-26.1992,152.276,-26.1992, , , , , ,500,27,30,0,0,0,194,70,0,2.5,1380,2.5,0,8,0,0,0,0,51
363,3152517,RB,294087, , ,MGA94,MGA56,427647,7102151,152.276,-26.1983,152.276,-26.1983, , , , , ,500,37,30,0,0,0,173,160,0,2.5,1790,2.5,0,12,0,0,0,0,62
364,3152518,RB,294088, , ,MGA94,MGA56,427154,7102285,152.271,-26.1971,152.271,-26.1971, , , , , ,500,11,5,0,0,0,155,30,0,2.5,1980,7,0,2.5,0,0,0,0,71
365,3152519,RB,294090, , ,MGA94,MGA56,427203,7102286,152.271,-26.1971,152.271,-26.1971, , , , , ,500,12,5,0,0,0,213,18,0,2.5,2830,19,0,9,0,0,0,0,93
366,3152520,RB,294091, , ,MGA94,MGA56,427251,7102287,152.272,-26.1971,152.272,-26.1971, , , , , ,500,11,10,0,0,0,193,10,0,2.5,2200,6,0,2.5,0,0,0,0,61
367,3152521,RB,294092, , ,MGA94,MGA56,427300,7102289,152.272,-26.1971,152.272,-26.1971, , , , , ,500,36,5,0,0,0,172,10,0,2.5,1790,2.5,0,12,0,0,0,0,48
368,3152522,RB,294093, , ,MGA94,MGA56,427398,7102291,152.273,-26.197,152.273,-26.197, , , , , ,500,30,5,0,0,0,161,16,0,2.5,1980,2.5,0,9,0,0,0,0,46
369,3152523,RB,294094, , ,MGA94,MGA56,427447,7102293,152.274,-26.197,152.274,-26.197, , , , , ,500,14,10,0,0,0,163,21,0,2.5,2430,2.5,0,7,0,0,0,0,75
370,3152524,RB,294095, , ,MGA94,MGA56,427496,7102294,152.274,-26.197,152.274,-26.197, , , , , ,500,67,10,0,0,0,208,153,0,2.5,3630,2.5,0,13,0,0,0,0,114
371,3152525,RB,294097, , ,MGA94,MGA56,427545,7102295,152.275,-26.197,152.275,-26.197, , , , , ,500,15,10,0,0,0,185,54,0,2.5,1890,2.5,0,7,0,0,0,0,59
372,3152526,RB,294100, , ,MGA94,MGA56,427594,7102297,152.275,-26.197,152.275,-26.197, , , , , ,500,2.5,10,0,0,0,65,112,0,7,821,8,0,2.5,0,0,0,0,95
373,3152527,RB,294101, , ,MGA94,MGA56,427936,7102306,152.279,-26.1969,152.279,-26.1969, , , , , ,500,2.5,5,0,0,0,50,34,0,9,188,2.5,0,2.5,0,0,0,0,85
374,3152528,RB,294102, , ,MGA94,MGA56,427985,7102307,152.279,-26.1969,152.279,-26.1969, , , , , ,500,2.5,10,0,0,0,43,68,0,10,290,2.5,0,2.5,0,0,0,0,81
375,3152529,RB,294103, , ,MGA94,MGA56,428034,7102309,152.28,-26.1969,152.28,-26.1969, , , , , ,500,2.5,5,0,0,0,77,33,0,6,846,2.5,0,2.5,0,0,0,0,53
376,3152530,RB,294104, , ,MGA94,MGA56,428083,7102310,152.28,-26.1969,152.28,-26.1969, , , , , ,500,2.5,5,0,0,0,91,60,0,7,794,2.5,0,2.5,0,0,0,0,83
377,3152531,RB,294105, , ,MGA94,MGA56,428131,7102311,152.281,-26.1969,152.281,-26.1969, , , , , ,500,2.5,5,0,0,0,23,47,0,8,173,7,0,2.5,0,0,0,0,46
378,3152532,RB,294106, , ,MGA94,MGA56,427151,7102383,152.271,-26.1962,152.271,-26.1962, , , , , ,500,6,5,0,0,0,162,21,0,2.5,1630,2.5,0,5,0,0,0,0,74
379,3152533,RB,294107, , ,MGA94,MGA56,427200,7102384,152.271,-26.1962,152.271,-26.1962, , , , , ,500,2.5,10,0,0,0,157,21,0,2.5,1510,2.5,0,2.5,0,0,0,0,68
380,3152534,RB,294108, , ,MGA94,MGA56,427249,7102385,152.272,-26.1962,152.272,-26.1962, , , , , ,500,9,10,0,0,0,148,55,0,5,1930,2.5,0,6,0,0,0,0,81
381,3152535,RB,294109, , ,MGA94,MGA56,427298,7102387,152.272,-26.1962,152.272,-26.1962, , , , , ,500,2.5,10,0,0,0,123,40,0,6,1900,5,0,2.5,0,0,0,0,75
382,3152536,RB,294110, , ,MGA94,MGA56,427347,7102388,152.273,-26.1962,152.273,-26.1962, , , , , ,500,15,10,0,0,0,179,57,0,2.5,2630,6,0,8,0,0,0,0,78
383,3152537,RB,294111, , ,MGA94,MGA56,427395,7102389,152.273,-26.1962,152.273,-26.1962, , , , , ,500,28,10,0,0,0,194,162,0,2.5,2550,14,0,12,0,0,0,0,78
384,3152538,RB,294113, , ,MGA94,MGA56,427493,7102392,152.274,-26.1961,152.274,-26.1961, , , , , ,500,17,5,0,0,0,197,11,0,2.5,2500,12,0,8,0,0,0,0,91
385,3152539,RB,294114, , ,MGA94,MGA56,427542,7102393,152.275,-26.1961,152.275,-26.1961, , , , , ,500,29,10,0,0,0,242,28,0,5,3020,11,0,13,0,0,0,0,104
386,3152540,RB,294115, , ,MGA94,MGA56,427591,7102395,152.275,-26.1961,152.275,-26.1961, , , , , ,500,66,10,0,0,0,55,91,0,2.5,1180,2.5,0,12,0,0,0,0,61
387,3152541,RB,294116, , ,MGA94,MGA56,427640,7102396,152.276,-26.1961,152.276,-26.1961, , , , , ,500,33,30,0,0,0,262,254,0,6,5340,2.5,0,15,0,0,0,0,95
388,3152542,RB,294117, , ,MGA94,MGA56,427689,7102397,152.276,-26.1961,152.276,-26.1961, , , , , ,500,60,110,0,0,0,1230,337,0,6,5310,2.5,0,14,0,0,0,0,172
389,3152543,RB,294118, , ,MGA94,MGA56,427738,7102399,152.277,-26.1961,152.277,-26.1961, , , , , ,500,44,40,0,0,0,297,150,0,6,3180,2.5,0,9,0,0,0,0,71
390,3152544,RB,294119, , ,MGA94,MGA56,427787,7102400,152.277,-26.1961,152.277,-26.1961, , , , , ,500,18,10,0,0,0,168,20,0,2.5,2770,2.5,0,6,0,0,0,0,45
391,3152545,RB,294121, , ,MGA94,MGA56,427884,7102403,152.278,-26.1961,152.278,-26.1961, , , , , ,500,10,10,0,0,0,172,23,0,2.5,2440,2.5,0,7,0,0,0,0,61
392,3152546,RB,294122, , ,MGA94,MGA56,427933,7102404,152.279,-26.1961,152.279,-26.1961, , , , , ,500,2.5,10,0,0,0,70,85,0,6,901,2.5,0,2.5,0,0,0,0,70
393,3152547,RB,294123, , ,MGA94,MGA56,427982,7102405,152.279,-26.196,152.279,-26.196, , , , , ,500,2.5,10,0,0,0,68,58,0,8,588,2.5,0,2.5,0,0,0,0,88
394,3152548,RB,294124, , ,MGA94,MGA56,428031,7102407,152.28,-26.196,152.28,-26.196, , , , , ,500,2.5,10,0,0,0,67,67,0,9,665,2.5,0,2.5,0,0,0,0,82
395,3152549,RB,294125, , ,MGA94,MGA56,428080,7102408,152.28,-26.196,152.28,-26.196, , , , , ,500,2.5,5,0,0,0,87,56,0,7,948,2.5,0,2.5,0,0,0,0,84
396,3152550,RB,294126, , ,MGA94,MGA56,428129,7102409,152.281,-26.196,152.281,-26.196, , , , , ,500,9,5,0,0,0,162,67,0,6,1430,10,0,5,0,0,0,0,93
397,3152551,RB,294127, , ,MGA94,MGA56,427148,7102480,152.271,-26.1953,152.271,-26.1953, , , , , ,500,2.5,5,0,0,0,131,171,0,6,2040,2.5,0,2.5,0,0,0,0,68
398,3152552,RB,294128, , ,MGA94,MGA56,427197,7102482,152.271,-26.1953,152.271,-26.1953, , , , , ,500,7,10,0,0,0,147,54,0,2.5,1580,2.5,0,2.5,0,0,0,0,69
399,3152553,RB,294129, , ,MGA94,MGA56,427246,7102483,152.272,-26.1953,152.272,-26.1953, , , , , ,500,7,10,0,0,0,167,124,0,2.5,2220,2.5,0,5,0,0,0,0,74
400,3152554,RB,294130, , ,MGA94,MGA56,427295,7102484,152.272,-26.1953,152.272,-26.1953, , , , , ,500,2.5,5,0,0,0,176,36,0,2.5,1500,2.5,0,2.5,0,0,0,0,79
401,3152555,RB,294131, , ,MGA94,MGA56,427344,7102486,152.273,-26.1953,152.273,-26.1953, , , , , ,500,11,10,0,0,0,210,35,0,2.5,2310,9,0,9,0,0,0,0,87
402,3152556,RB,294132, , ,MGA94,MGA56,427393,7102487,152.273,-26.1953,152.273,-26.1953, , , , , ,500,21,10,0,0,0,171,13,0,2.5,2150,16,0,9,0,0,0,0,83
403,3152557,RB,294133, , ,MGA94,MGA56,427442,7102488,152.274,-26.1953,152.274,-26.1953, , , , , ,500,31,10,0,0,0,177,77,0,5,3320,9,0,11,0,0,0,0,64
404,3152558,RB,294134, , ,MGA94,MGA56,427491,7102490,152.274,-26.1953,152.274,-26.1953, , , , , ,500,20,5,0,0,0,181,37,0,2.5,1850,2.5,0,6,0,0,0,0,65
405,3152559,RB,294135, , ,MGA94,MGA56,427539,7102491,152.275,-26.1952,152.275,-26.1952, , , , , ,500,45,5,0,0,0,218,48,0,2.5,2820,5,0,14,0,0,0,0,81
406,3152560,RB,294136, , ,MGA94,MGA56,427588,7102492,152.275,-26.1952,152.275,-26.1952, , , , , ,500,10,5,0,0,0,144,22,0,2.5,3170,2.5,0,2.5,0,0,0,0,59
407,3152561,RB,294137, , ,MGA94,MGA56,427637,7102494,152.276,-26.1952,152.276,-26.1952, , , , , ,500,32,5,0,0,0,272,45,0,6,7880,2.5,0,9,0,0,0,0,162
408,3152562,RB,294138, , ,MGA94,MGA56,427686,7102495,152.276,-26.1952,152.276,-26.1952, , , , , ,500,36,20,0,0,0,370,59,0,2.5,3860,2.5,0,8,0,0,0,0,117
409,3152563,RB,294139, , ,MGA94,MGA56,427735,7102496,152.277,-26.1952,152.277,-26.1952, , , , , ,500,32,30,0,0,0,184,256,0,2.5,2950,10,0,8,0,0,0,0,87
410,3152564,RB,294140, , ,MGA94,MGA56,427784,7102498,152.277,-26.1952,152.277,-26.1952, , , , , ,500,27,10,0,0,0,164,17,0,2.5,3010,2.5,0,7,0,0,0,0,39
411,3152565,RB,294141, , ,MGA94,MGA56,427833,7102499,152.278,-26.1952,152.278,-26.1952, , , , , ,500,29,50,0,0,0,156,45,0,2.5,2540,2.5,0,7,0,0,0,0,53
412,3152566,RB,294142, , ,MGA94,MGA56,427882,7102500,152.278,-26.1952,152.278,-26.1952, , , , , ,500,16,10,0,0,0,146,38,0,2.5,2800,2.5,0,5,0,0,0,0,57
413,3152567,RB,294143, , ,MGA94,MGA56,427931,7102502,152.279,-26.1952,152.279,-26.1952, , , , , ,500,13,10,0,0,0,152,26,0,6,2650,2.5,0,8,0,0,0,0,64
414,3152568,RB,294144, , ,MGA94,MGA56,427979,7102503,152.279,-26.1952,152.279,-26.1952, , , , , ,500,12,10,0,0,0,71,51,0,8,759,28,0,2.5,0,0,0,0,79
415,3152569,RB,294145, , ,MGA94,MGA56,428028,7102504,152.28,-26.1952,152.28,-26.1952, , , , , ,500,22,10,0,0,0,136,108,0,8,2210,5,0,10,0,0,0,0,69
416,3152570,RB,294146, , ,MGA94,MGA56,428077,7102506,152.28,-26.1951,152.28,-26.1951, , , , , ,500,19,5,0,0,0,113,90,0,8,1060,9,0,8,0,0,0,0,82
417,3152571,RB,294147, , ,MGA94,MGA56,428126,7102507,152.281,-26.1951,152.281,-26.1951, , , , , ,500,2.5,5,0,0,0,66,34,0,9,670,13,0,6,0,0,0,0,96
418,3152572,RB,294148, , ,MGA94,MGA56,427146,7102578,152.271,-26.1944,152.271,-26.1944, , , , , ,500,5,5,0,0,0,158,37,0,5,2300,7,0,5,0,0,0,0,54
419,3152573,RB,294149, , ,MGA94,MGA56,427195,7102579,152.271,-26.1944,152.271,-26.1944, , , , , ,500,6,5,0,0,0,151,29,0,6,2230,2.5,0,6,0,0,0,0,56
420,3152574,RB,294150, , ,MGA94,MGA56,427243,7102581,152.272,-26.1944,152.272,-26.1944, , , , , ,500,2.5,5,0,0,0,10,2.5,0,2.5,141,2.5,0,2.5,0,0,0,0,12
421,3152575,RB,294151, , ,MGA94,MGA56,427292,7102582,152.272,-26.1944,152.272,-26.1944, , , , , ,500,9,5,0,0,0,145,30,0,5,1850,6,0,6,0,0,0,0,65
422,3152576,RB,294152, , ,MGA94,MGA56,427341,7102583,152.273,-26.1944,152.273,-26.1944, , , , , ,500,10,10,0,0,0,150,34,0,6,2180,6,0,7,0,0,0,0,61
423,3152577,RB,294153, , ,MGA94,MGA56,427390,7102585,152.273,-26.1944,152.273,-26.1944, , , , , ,500,13,10,0,0,0,198,11,0,5,2500,24,0,7,0,0,0,0,86
424,3152578,RB,294154, , ,MGA94,MGA56,427439,7102586,152.274,-26.1944,152.274,-26.1944, , , , , ,500,26,10,0,0,0,200,71,0,7,3880,9,0,12,0,0,0,0,104
425,3152579,RB,294155, , ,MGA94,MGA56,427488,7102587,152.274,-26.1944,152.274,-26.1944, , , , , ,500,25,20,0,0,0,196,69,0,7,3770,8,0,13,0,0,0,0,102
426,3152580,RB,294156, , ,MGA94,MGA56,427537,7102589,152.275,-26.1944,152.275,-26.1944, , , , , ,500,24,10,0,0,0,199,43,0,6,4080,6,0,10,0,0,0,0,79
427,3152581,RB,294157, , ,MGA94,MGA56,427586,7102590,152.275,-26.1944,152.275,-26.1944, , , , , ,500,18,10,0,0,0,174,51,0,6,4820,2.5,0,7,0,0,0,0,70
428,3152582,RB,294158, , ,MGA94,MGA56,427635,7102591,152.276,-26.1943,152.276,-26.1943, , , , , ,500,30,5,0,0,0,243,39,0,6,11300,2.5,0,10,0,0,0,0,91
429,3152583,RB,294159, , ,MGA94,MGA56,427683,7102593,152.276,-26.1943,152.276,-26.1943, , , , , ,500,18,5,0,0,0,175,32,0,6,3730,2.5,0,9,0,0,0,0,64
430,3152584,RB,294160, , ,MGA94,MGA56,427732,7102594,152.277,-26.1943,152.277,-26.1943, , , , , ,500,17,20,0,0,0,159,131,0,7,3480,2.5,0,10,0,0,0,0,67
431,3152585,RB,294161, , ,MGA94,MGA56,427781,7102595,152.277,-26.1943,152.277,-26.1943, , , , , ,500,14,5,0,0,0,156,20,0,6,2660,2.5,0,9,0,0,0,0,67
432,3152586,RB,294162, , ,MGA94,MGA56,427830,7102597,152.278,-26.1943,152.278,-26.1943, , , , , ,500,11,5,0,0,0,49,9,0,9,1280,7,0,11,0,0,0,0,29
433,3152587,RB,294163, , ,MGA94,MGA56,427879,7102598,152.278,-26.1943,152.278,-26.1943, , , , , ,500,15,5,0,0,0,106,71,0,11,2090,2.5,0,9,0,0,0,0,52
434,3152588,RB,294164, , ,MGA94,MGA56,427928,7102599,152.279,-26.1943,152.279,-26.1943, , , , , ,500,24,5,0,0,0,178,36,0,6,3200,2.5,0,10,0,0,0,0,64
435,3152589,RB,294165, , ,MGA94,MGA56,427977,7102601,152.279,-26.1943,152.279,-26.1943, , , , , ,500,10,40,0,0,0,112,162,0,8,1650,87,0,6,0,0,0,0,197
436,3152590,RB,294166, , ,MGA94,MGA56,428026,7102602,152.28,-26.1943,152.28,-26.1943, , , , , ,500,2.5,5,0,0,0,87,63,0,8,877,14,0,2.5,0,0,0,0,105
437,3152591,RB,294167, , ,MGA94,MGA56,428075,7102603,152.28,-26.1943,152.28,-26.1943, , , , , ,500,17,10,0,0,0,143,112,0,6,1840,230,0,8,0,0,0,0,486
