FID,ID,COMPANY,SAMPLE,TYPE,MESH,DATUM,PROJECTION,EASTING,NORTHING,LONGITUDE,LATITUDE,WGS84,WGS840,REPORTNO,LITHOLOGY,HORIZON,REGOLITH,METHOD,AG_PPB,AS_,AU_PPB,AU1_PPB,AU2_PPB,BI,CO,CU,HG,MO,NI,PB,PT_PPB,SB,SN,TE,U,W,ZN
2674,3160623,NW,DS3719, , ,MGA94,MGA56,426200,7098989,152.261,-26.2268,152.261,-26.2268, , , , ,BLEG,20,0,0.09,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0
2675,3160624,NW,DS3720, , ,MGA94,MGA56,426209,7098989,152.261,-26.2268,152.261,-26.2268, , , , ,BLEG,0.00005,0,0.44,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
2676,3160625,NW,DS3721, , ,MGA94,MGA56,426204,7099040,152.261,-26.2263,152.261,-26.2263, , , , ,BLEG,0.00005,0,0.18,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,0,0
2677,3160626,NW,DS3722, , ,MGA94,MGA56,426280,7099018,152.262,-26.2265,152.262,-26.2265, , , , ,BLEG,20,0,0.08,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0
2678,3160627,NW,DS3723, , ,MGA94,MGA56,426289,7098962,152.262,-26.227,152.262,-26.227, , , , ,BLEG,10,0,0.44,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0
2679,3161626,AMC,DS4725, , ,MGA94,MGA56,427002,7106400,152.27,-26.1599,152.27,-26.1599, , , , ,BLEG,0.00005,0.3,0.56,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0
2680,3161627,AMC,DS4726, , ,MGA94,MGA56,427051,7106402,152.27,-26.1599,152.27,-26.1599, , , , ,BLEG,0.00005,0.7,1.77,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0
2681,3161628,AMC,DS4727, , ,MGA94,MGA56,427099,7106395,152.271,-26.16,152.271,-26.16, , , , ,BLEG,0.00005,0.5,0.00005,0,0,0,0,0.00005,0,0,0,0,0,0,0,0,0,0,0
2682,3161629,AMC,DS4728, , ,MGA94,MGA56,427146,7106400,152.271,-26.1599,152.271,-26.1599, , , , ,BLEG,0.00005,0.2,3.51,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0
2683,3161630,AMC,DS4729, , ,MGA94,MGA56,427202,7106397,152.272,-26.16,152.272,-26.16, , , , ,BLEG,0.00005,0.4,0.00005,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2684,3161631,AMC,DS4730, , ,MGA94,MGA56,427251,7106393,152.272,-26.16,152.272,-26.16, , , , ,BLEG,0.00005,0.00005,0.55,0,0,0,0,1.16,0,0,0,0,0,0,0,0,0,0,0
2685,3161632,AMC,DS4731, , ,MGA94,MGA56,426666,7106209,152.266,-26.1616,152.266,-26.1616, , , , ,BLEG,240,0.6,17,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0
2686,3161633,AMC,DS4732, , ,MGA94,MGA56,426701,7106190,152.267,-26.1618,152.267,-26.1618, , , , ,BLEG,300,0.9,5.06,0,0,0,0,3.11,0,0,0,0,0,0,0,0,0,0,0
2687,3161634,AMC,DS4733, , ,MGA94,MGA56,426744,7106185,152.267,-26.1619,152.267,-26.1619, , , , ,BLEG,130,0.8,30,0,0,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0
2688,3161635,AMC,DS4734, , ,MGA94,MGA56,426811,7106203,152.268,-26.1617,152.268,-26.1617, , , , ,BLEG,240,0.2,0.73,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0
2689,3161636,AMC,DS4735, , ,MGA94,MGA56,426850,7106202,152.268,-26.1617,152.268,-26.1617, , , , ,BLEG,10,0.4,0.00005,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0
2690,3161637,AMC,DS4736, , ,MGA94,MGA56,426901,7106202,152.269,-26.1617,152.269,-26.1617, , , , ,BLEG,0.00005,0.5,0.00005,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0
2691,3161638,AMC,DS4737, , ,MGA94,MGA56,426950,7106203,152.269,-26.1617,152.269,-26.1617, , , , ,BLEG,0.00005,0.5,0.34,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0
2692,3161639,AMC,DS4738, , ,MGA94,MGA56,427001,7106198,152.27,-26.1618,152.27,-26.1618, , , , ,BLEG,0.00005,0.7,0.34,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0
2693,3161640,AMC,DS4739, , ,MGA94,MGA56,427052,7106195,152.27,-26.1618,152.27,-26.1618, , , , ,BLEG,300,0.7,15,0,0,0,0,3.22,0,0,0,0,0,0,0,0,0,0,0
2694,3161641,AMC,DS4740, , ,MGA94,MGA56,427105,7106195,152.271,-26.1618,152.271,-26.1618, , , , ,BLEG,30,0.7,2.73,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0
2695,3161642,AMC,DS4741, , ,MGA94,MGA56,427159,7106188,152.271,-26.1618,152.271,-26.1618, , , , ,BLEG,20,0.3,0.63,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0
2696,3161643,AMC,DS4742, , ,MGA94,MGA56,426984,7105697,152.269,-26.1663,152.269,-26.1663, , , , ,BLEG,0.00005,0.4,0.16,0,0,0,0,2.18,0,0,0,0,0,0,0,0,0,0,0
2697,3161644,AMC,DS4743, , ,MGA94,MGA56,427000,7105751,152.27,-26.1658,152.27,-26.1658, , , , ,BLEG,0.00005,0.1,0.81,0,0,0,0,1.43,0,0,0,0,0,0,0,0,0,0,0
2698,3161645,AMC,DS4744, , ,MGA94,MGA56,427003,7105803,152.27,-26.1653,152.27,-26.1653, , , , ,BLEG,30,0.00005,74,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0
2699,3161646,AMC,DS4745, , ,MGA94,MGA56,427002,7105847,152.27,-26.1649,152.27,-26.1649, , , , ,BLEG,0.00005,0.5,0.00005,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0
2700,3161647,AMC,DS4746, , ,MGA94,MGA56,427002,7105898,152.27,-26.1645,152.27,-26.1645, , , , ,BLEG,10,0.4,1.32,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0
2701,3161648,AMC,DS4747, , ,MGA94,MGA56,427002,7105945,152.27,-26.164,152.27,-26.164, , , , ,BLEG,10,0.3,0.21,0,0,0,0,1.88,0,0,0,0,0,0,0,0,0,0,0
2702,3161649,AMC,DS4748, , ,MGA94,MGA56,427001,7105991,152.27,-26.1636,152.27,-26.1636, , , , ,BLEG,0.00005,0.2,0.29,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0
2703,3161650,AMC,DS4749, , ,MGA94,MGA56,426996,7106057,152.27,-26.163,152.27,-26.163, , , , ,BLEG,10,0.4,0.54,0,0,0,0,13.7,0,0,0,0,0,0,0,0,0,0,0
2704,3161651,AMC,DS4750, , ,MGA94,MGA56,427000,7106097,152.27,-26.1627,152.27,-26.1627, , , , ,BLEG,20,0.5,3.17,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0
2705,3161652,AMC,DS4751, , ,MGA94,MGA56,427012,7106147,152.27,-26.1622,152.27,-26.1622, , , , ,BLEG,200,0.4,21,0,0,0,0,3.15,0,0,0,0,0,0,0,0,0,0,0
2706,3161653,AMC,DS4752, , ,MGA94,MGA56,426997,7106203,152.27,-26.1617,152.27,-26.1617, , , , ,BLEG,0.00005,0.00005,0.32,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0,0,0
2707,3161654,AMC,DS4753, , ,MGA94,MGA56,427008,7106250,152.27,-26.1613,152.27,-26.1613, , , , ,BLEG,10,0.4,1.73,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0,0,0
2708,3161655,AMC,DS4754, , ,MGA94,MGA56,426999,7106298,152.27,-26.1608,152.27,-26.1608, , , , ,BLEG,10,0.7,0.06,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0
2709,3161656,AMC,DS4755, , ,MGA94,MGA56,426995,7106352,152.27,-26.1604,152.27,-26.1604, , , , ,BLEG,10,0.3,0.07,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0
2710,3161657,AMC,DS4756, , ,MGA94,MGA56,426998,7106449,152.27,-26.1595,152.27,-26.1595, , , , ,BLEG,0.00005,0.5,0.00005,0,0,0,0,1.14,0,0,0,0,0,0,0,0,0,0,0
2711,3161658,AMC,DS4757, , ,MGA94,MGA56,426999,7106501,152.27,-26.159,152.27,-26.159, , , , ,BLEG,10,0.00005,0.00005,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0
2712,3161659,AMC,DS4758, , ,MGA94,MGA56,426363,7105400,152.263,-26.1689,152.263,-26.1689, , , , ,BLEG,0.00005,0.5,0.00005,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0
2713,3161660,AMC,DS4759, , ,MGA94,MGA56,426398,7105402,152.264,-26.1689,152.264,-26.1689, , , , ,BLEG,20,0.5,0.41,0,0,0,0,3.47,0,0,0,0,0,0,0,0,0,0,0
2714,3161661,AMC,DS4760, , ,MGA94,MGA56,426450,7105397,152.264,-26.169,152.264,-26.169, , , , ,BLEG,0.00005,0.5,0.22,0,0,0,0,1.75,0,0,0,0,0,0,0,0,0,0,0
2715,3161662,AMC,DS4761, , ,MGA94,MGA56,426497,7105389,152.264,-26.169,152.264,-26.169, , , , ,BLEG,10,0.6,0.3,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0
2716,3161663,AMC,DS4762, , ,MGA94,MGA56,426539,7105420,152.265,-26.1688,152.265,-26.1688, , , , ,BLEG,0.00005,0.5,0.49,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0
2717,3161664,AMC,DS4763, , ,MGA94,MGA56,426310,7105398,152.263,-26.1689,152.263,-26.1689, , , , ,BLEG,10,0.7,0.42,0,0,0,0,3.64,0,0,0,0,0,0,0,0,0,0,0
2718,3161665,AMC,DS4764, , ,MGA94,MGA56,426261,7105409,152.262,-26.1688,152.262,-26.1688, , , , ,BLEG,30,0.00005,3.08,0,0,0,0,7.88,0,0,0,0,0,0,0,0,0,0,0
2719,3161666,AMC,DS4765, , ,MGA94,MGA56,426202,7105404,152.262,-26.1689,152.262,-26.1689, , , , ,BLEG,10,0.00005,2.57,0,0,0,0,9.71,0,0,0,0,0,0,0,0,0,0,0
2720,3161667,AMC,DS4766, , ,MGA94,MGA56,426153,7105796,152.261,-26.1653,152.261,-26.1653, , , , ,BLEG,0.00005,0.00005,0.64,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,0
2721,3161668,AMC,DS4767, , ,MGA94,MGA56,426092,7105806,152.26,-26.1652,152.26,-26.1652, , , , ,BLEG,0.00005,0.00005,0.00005,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0
2722,3161669,AMC,DS4768, , ,MGA94,MGA56,426198,7105802,152.262,-26.1653,152.262,-26.1653, , , , ,BLEG,10,0.00005,0.31,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0
2723,3161670,AMC,DS4769, , ,MGA94,MGA56,426252,7105801,152.262,-26.1653,152.262,-26.1653, , , , ,BLEG,10,0.1,0.00005,0,0,0,0,8.84,0,0,0,0,0,0,0,0,0,0,0
2724,3161671,AMC,DS4770, , ,MGA94,MGA56,426305,7105801,152.263,-26.1653,152.263,-26.1653, , , , ,BLEG,20,0.2,0.00005,0,0,0,0,3.51,0,0,0,0,0,0,0,0,0,0,0
2725,3161672,AMC,DS4771, , ,MGA94,MGA56,426351,7105801,152.263,-26.1653,152.263,-26.1653, , , , ,BLEG,10,0.4,0.00005,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0,0,0
2726,3161673,AMC,DS4772, , ,MGA94,MGA56,426407,7105804,152.264,-26.1653,152.264,-26.1653, , , , ,BLEG,0.00005,0.2,0.36,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0
2727,3161674,AMC,DS4773, , ,MGA94,MGA56,426448,7105797,152.264,-26.1653,152.264,-26.1653, , , , ,BLEG,10,0.3,0.00005,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0
2728,3161675,AMC,DS4774, , ,MGA94,MGA56,426502,7105803,152.265,-26.1653,152.265,-26.1653, , , , ,BLEG,40,0.5,0.00005,0,0,0,0,1.66,0,0,0,0,0,0,0,0,0,0,0
2729,3161676,AMC,DS4775, , ,MGA94,MGA56,426554,7105806,152.265,-26.1653,152.265,-26.1653, , , , ,BLEG,50,0.2,0.00005,0,0,0,0,2.66,0,0,0,0,0,0,0,0,0,0,0
2730,3161677,AMC,DS4776, , ,MGA94,MGA56,426599,7105802,152.266,-26.1653,152.266,-26.1653, , , , ,BLEG,10,0.2,1.55,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0,0
2731,3161678,AMC,DS4777, , ,MGA94,MGA56,426654,7105807,152.266,-26.1653,152.266,-26.1653, , , , ,BLEG,20,0.4,0.00005,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0
2732,3161679,AMC,DS4778, , ,MGA94,MGA56,426704,7105812,152.267,-26.1652,152.267,-26.1652, , , , ,BLEG,60,0.4,4.53,0,0,0,0,3.62,0,0,0,0,0,0,0,0,0,0,0
2733,3161680,AMC,DS4779, , ,MGA94,MGA56,426145,7105399,152.261,-26.1689,152.261,-26.1689, , , , ,BLEG,10,0.00005,0.00005,0,0,0,0,3.16,0,0,0,0,0,0,0,0,0,0,0
2734,3161681,AMC,DS4780, , ,MGA94,MGA56,426103,7105396,152.261,-26.1689,152.261,-26.1689, , , , ,BLEG,10,0.1,0.18,0,0,0,0,4.39,0,0,0,0,0,0,0,0,0,0,0
2735,3161682,AMC,DS4781, , ,MGA94,MGA56,426051,7105399,152.26,-26.1689,152.26,-26.1689, , , , ,BLEG,10,0.1,0.23,0,0,0,0,2.34,0,0,0,0,0,0,0,0,0,0,0
2736,3161683,AMC,DS4782, , ,MGA94,MGA56,426001,7105402,152.26,-26.1689,152.26,-26.1689, , , , ,BLEG,0.00005,0.00005,0.19,0,0,0,0,1.72,0,0,0,0,0,0,0,0,0,0,0
2737,3161684,AMC,DS4783, , ,MGA94,MGA56,425952,7105408,152.259,-26.1688,152.259,-26.1688, , , , ,BLEG,0.00005,0.3,0.00005,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0
2738,3161685,AMC,DS4784, , ,MGA94,MGA56,426431,7105269,152.264,-26.1701,152.264,-26.1701, , , , ,BLEG,10,0.00005,0.4,0,0,0,0,1.73,0,0,0,0,0,0,0,0,0,0,0
2739,3161686,AMC,DS4785, , ,MGA94,MGA56,426743,7106311,152.267,-26.1607,152.267,-26.1607, , , , ,BLEG,270,0.1,1.68,0,0,0,0,3.04,0,0,0,0,0,0,0,0,0,0,0
2740,3161687,AMC,DS4786, , ,MGA94,MGA56,426697,7106313,152.267,-26.1607,152.267,-26.1607, , , , ,BLEG,90,0.00005,1.97,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0
2741,3161688,AMC,DS4787, , ,MGA94,MGA56,426800,7106295,152.268,-26.1609,152.268,-26.1609, , , , ,BLEG,450,0.2,2.52,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2742,3161689,AMC,DS4788, , ,MGA94,MGA56,426858,7106297,152.268,-26.1608,152.268,-26.1608, , , , ,BLEG,370,0.2,6.4,0,0,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0
2743,3161690,AMC,DS4789, , ,MGA94,MGA56,426897,7106297,152.269,-26.1609,152.269,-26.1609, , , , ,BLEG,10,0.3,1.55,0,0,0,0,1.35,0,0,0,0,0,0,0,0,0,0,0
2744,3161691,AMC,DS4790, , ,MGA94,MGA56,426052,7105801,152.26,-26.1653,152.26,-26.1653, , , , ,BLEG,0.00005,0.2,0.00005,0,0,0,0,6.48,0,0,0,0,0,0,0,0,0,0,0
2745,3161692,AMC,DS4791, , ,MGA94,MGA56,426002,7105804,152.26,-26.1653,152.26,-26.1653, , , , ,BLEG,0.00005,0.4,0.93,0,0,0,0,3.54,0,0,0,0,0,0,0,0,0,0,0
2746,3161693,AMC,DS4792, , ,MGA94,MGA56,425942,7105806,152.259,-26.1652,152.259,-26.1652, , , , ,BLEG,0.00005,0.5,0.2,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0
2747,3161694,AMC,DS4793, , ,MGA94,MGA56,425893,7105797,152.258,-26.1653,152.258,-26.1653, , , , ,BLEG,0.00005,0.5,0.28,0,0,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0
2748,3161695,AMC,DS4794, , ,MGA94,MGA56,425845,7105794,152.258,-26.1653,152.258,-26.1653, , , , ,BLEG,0.00005,0.3,0.43,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0
2749,3161696,AMC,DS4795, , ,MGA94,MGA56,425796,7105797,152.258,-26.1653,152.258,-26.1653, , , , ,BLEG,0.00005,0.5,0.21,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0,0,0
2750,3162256,AMC,DS5455, , ,MGA94,MGA56,427149,7106498,152.271,-26.159,152.271,-26.159, , , , ,BLEG,0,0.1,2.19,0,0,0,0,2.7,0,0,33,0,0,0,0,0,0,0,0
2751,3162257,AMC,DS5456, , ,MGA94,MGA56,427151,7106450,152.271,-26.1595,152.271,-26.1595, , , , ,BLEG,0,0.3,0.1,0,0,0,0,2.1,0,0,178,0,0,0,0,0,0,0,0
2752,3162258,AMC,DS5457, , ,MGA94,MGA56,427157,7106399,152.271,-26.1599,152.271,-26.1599, , , , ,BLEG,0,0.2,0.41,0,0,0,0,0.8,0,0,182,0,0,0,0,0,0,0,0
2753,3162259,AMC,DS5458, , ,MGA94,MGA56,427146,7106340,152.271,-26.1605,152.271,-26.1605, , , , ,BLEG,0,0.1,0.00005,0,0,0,0,1.5,0,0,119,0,0,0,0,0,0,0,0
2754,3162260,AMC,DS5459, , ,MGA94,MGA56,427152,7106304,152.271,-26.1608,152.271,-26.1608, , , , ,BLEG,0,0.1,0.07,0,0,0,0,2.4,0,0,138,0,0,0,0,0,0,0,0
2755,3162261,AMC,DS5460, , ,MGA94,MGA56,427148,7106250,152.271,-26.1613,152.271,-26.1613, , , , ,BLEG,0,0.2,0.00005,0,0,0,0,1.6,0,0,121,0,0,0,0,0,0,0,0
2756,3162262,AMC,DS5461, , ,MGA94,MGA56,427100,7106222,152.271,-26.1615,152.271,-26.1615, , , , ,BLEG,0,0.3,0.36,0,0,0,0,2,0,0,82.5,0,0,0,0,0,0,0,0
2757,3162263,AMC,DS5462, , ,MGA94,MGA56,427051,7106252,152.27,-26.1613,152.27,-26.1613, , , , ,BLEG,0,0.2,0.89,0,0,0,0,1.7,0,0,2.9,0,0,0,0,0,0,0,0
2758,3162264,AMC,DS5463, , ,MGA94,MGA56,427047,7106346,152.27,-26.1604,152.27,-26.1604, , , , ,BLEG,0,0.00005,0.37,0,0,0,0,2.4,0,0,78,0,0,0,0,0,0,0,0
2759,3162265,AMC,DS5464, , ,MGA94,MGA56,427048,7106450,152.27,-26.1595,152.27,-26.1595, , , , ,BLEG,0,0.1,0.00005,0,0,0,0,1.4,0,0,39.7,0,0,0,0,0,0,0,0
2760,3162266,AMC,DS5465, , ,MGA94,MGA56,427047,7106498,152.27,-26.159,152.27,-26.159, , , , ,BLEG,0,0.2,0.16,0,0,0,0,4.6,0,0,98.9,0,0,0,0,0,0,0,0
2761,3162267,AMC,DS5466, , ,MGA94,MGA56,426802,7106147,152.268,-26.1622,152.268,-26.1622, , , , ,BLEG,0,0.2,0.32,0,0,0,0,1.9,0,0,3.4,0,0,0,0,0,0,0,0
2762,3162268,AMC,DS5467, , ,MGA94,MGA56,426801,7106095,152.268,-26.1627,152.268,-26.1627, , , , ,BLEG,0,0.3,1.07,0,0,0,0,1.5,0,0,1.5,0,0,0,0,0,0,0,0
2763,3162269,AMC,DS5468, , ,MGA94,MGA56,426800,7106055,152.268,-26.163,152.268,-26.163, , , , ,BLEG,0,0.3,0.37,0,0,0,0,1.5,0,0,69.2,0,0,0,0,0,0,0,0
2764,3162270,AMC,DS5469, , ,MGA94,MGA56,426898,7106053,152.269,-26.1631,152.269,-26.1631, , , , ,BLEG,0,0.2,1.86,0,0,0,0,2,0,0,48.9,0,0,0,0,0,0,0,0
2765,3162271,AMC,DS5470, , ,MGA94,MGA56,426899,7106095,152.269,-26.1627,152.269,-26.1627, , , , ,BLEG,0,0.2,0.21,0,0,0,0,4.7,0,0,26.8,0,0,0,0,0,0,0,0
2766,3162272,AMC,DS5471, , ,MGA94,MGA56,426903,7106125,152.269,-26.1624,152.269,-26.1624, , , , ,BLEG,0,0.00005,0.09,0,0,0,0,1.5,0,0,55.1,0,0,0,0,0,0,0,0
2767,3162273,AMC,DS5472, , ,MGA94,MGA56,426904,7106153,152.269,-26.1622,152.269,-26.1622, , , , ,BLEG,0,0.7,0.00005,0,0,0,0,1.5,0,0,120,0,0,0,0,0,0,0,0
2768,3162274,AMC,DS5473, , ,MGA94,MGA56,426095,7106080,152.261,-26.1628,152.261,-26.1628, , , , ,BLEG,0,0.1,7.92,0,0,0,0,4.1,0,0,28.9,0,0,0,0,0,0,0,0
2769,3162275,AMC,DS5474, , ,MGA94,MGA56,426132,7106080,152.261,-26.1628,152.261,-26.1628, , , , ,BLEG,0,0.6,0.99,0,0,0,0,5.8,0,0,20,0,0,0,0,0,0,0,0
2770,3162276,AMC,DS5475, , ,MGA94,MGA56,426174,7106092,152.261,-26.1627,152.261,-26.1627, , , , ,BLEG,0,0.7,17,0,0,0,0,5.9,0,0,24.1,0,0,0,0,0,0,0,0
2771,3162277,AMC,DS5476, , ,MGA94,MGA56,426268,7106222,152.262,-26.1615,152.262,-26.1615, , , , ,BLEG,0,0.3,14,0,0,0,0,3.8,0,0,8.7,0,0,0,0,0,0,0,0
2772,3162278,AMC,DS5477, , ,MGA94,MGA56,426296,7106246,152.263,-26.1613,152.263,-26.1613, , , , ,BLEG,0,0.7,1.34,0,0,0,0,3.2,0,0,3.9,0,0,0,0,0,0,0,0
2773,3162480,AW/DC,DS5679, , ,MGA94,MGA56,427540,7097900,152.275,-26.2367,152.275,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2774,3162481,AW/DC,DS5680, , ,MGA94,MGA56,427500,7097900,152.274,-26.2367,152.274,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775,3162482,AW/DC,DS5681, , ,MGA94,MGA56,427460,7097900,152.274,-26.2367,152.274,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2776,3162483,AW/DC,DS5682, , ,MGA94,MGA56,427420,7097900,152.273,-26.2367,152.273,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2777,3162484,AW/DC,DS5683, , ,MGA94,MGA56,427380,7097900,152.273,-26.2367,152.273,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2778,3162485,AW/DC,DS5684, , ,MGA94,MGA56,427340,7097900,152.273,-26.2367,152.273,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2779,3162486,AW/DC,DS5685, , ,MGA94,MGA56,427300,7097900,152.272,-26.2367,152.272,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2780,3162487,AW/DC,DS5686, , ,MGA94,MGA56,427260,7097900,152.272,-26.2367,152.272,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,3162488,AW/DC,DS5687, , ,MGA94,MGA56,427220,7097900,152.271,-26.2367,152.271,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2782,3162489,AW/DC,DS5688, , ,MGA94,MGA56,427180,7097900,152.271,-26.2367,152.271,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,3162490,AW/DC,DS5689, , ,MGA94,MGA56,427140,7097900,152.271,-26.2367,152.271,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2784,3162491,AW/DC,DS5690, , ,MGA94,MGA56,427100,7097900,152.27,-26.2367,152.27,-26.2367, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2785,3162492,AW/DC,DS5691, , ,MGA94,MGA56,427788,7097500,152.277,-26.2403,152.277,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2786,3162493,AW/DC,DS5692, , ,MGA94,MGA56,427200,7097500,152.271,-26.2403,152.271,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2787,3162494,AW/DC,DS5693, , ,MGA94,MGA56,427240,7097500,152.271,-26.2403,152.271,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2788,3162495,AW/DC,DS5694, , ,MGA94,MGA56,427280,7097500,152.272,-26.2403,152.272,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,3162496,AW/DC,DS5695, , ,MGA94,MGA56,427320,7097500,152.272,-26.2403,152.272,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2790,3162497,AW/DC,DS5696, , ,MGA94,MGA56,427360,7097500,152.273,-26.2403,152.273,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2791,3162498,AW/DC,DS5697, , ,MGA94,MGA56,427400,7097500,152.273,-26.2403,152.273,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2792,3162499,AW/DC,DS5698, , ,MGA94,MGA56,427440,7097500,152.273,-26.2403,152.273,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2793,3162500,AW/DC,DS5699, , ,MGA94,MGA56,427480,7097500,152.274,-26.2403,152.274,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2794,3162501,AW/DC,DS5700, , ,MGA94,MGA56,427520,7097500,152.274,-26.2403,152.274,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2795,3162619,AW/JB,DS5818, , ,MGA94,MGA56,427560,7097500,152.275,-26.2403,152.275,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2796,3162620,AW/JB,DS5819, , ,MGA94,MGA56,427600,7097500,152.275,-26.2403,152.275,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,3162621,AW/JB,DS5820, , ,MGA94,MGA56,427651,7097500,152.276,-26.2403,152.276,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2798,3162622,AW/JB,DS5821, , ,MGA94,MGA56,427680,7097500,152.276,-26.2403,152.276,-26.2403, , , , ,BLEG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
